date,cyear,fiscal_year,month,region,quantity,agency,administration,title42_flag,mpp_flag
2003-10-01,2003,2004,10,Air Ports of Entry/Interior,3000,OFO,,,
2003-10-01,2003,2004,10,Coastal Border,70,OFO,,,
2003-10-01,2003,2004,10,Northern Land Border,3920,OFO,,,
2003-10-01,2003,2004,10,Southwest Land Border,3860,OFO,,,
2003-11-01,2003,2004,11,Air Ports of Entry/Interior,2920,OFO,,,
2003-11-01,2003,2004,11,Coastal Border,90,OFO,,,
2003-11-01,2003,2004,11,Northern Land Border,3830,OFO,,,
2003-11-01,2003,2004,11,Southwest Land Border,4510,OFO,,,
2003-12-01,2003,2004,12,Air Ports of Entry/Interior,3180,OFO,,,
2003-12-01,2003,2004,12,Coastal Border,100,OFO,,,
2003-12-01,2003,2004,12,Northern Land Border,4450,OFO,,,
2003-12-01,2003,2004,12,Southwest Land Border,4620,OFO,,,
2004-01-01,2004,2004,1,Air Ports of Entry/Interior,3310,OFO,,,
2004-01-01,2004,2004,1,Coastal Border,120,OFO,,,
2004-01-01,2004,2004,1,Northern Land Border,3780,OFO,,,
2004-01-01,2004,2004,1,Southwest Land Border,6010,OFO,,,
2004-02-01,2004,2004,2,Air Ports of Entry/Interior,3010,OFO,,,
2004-02-01,2004,2004,2,Coastal Border,110,OFO,,,
2004-02-01,2004,2004,2,Northern Land Border,3950,OFO,,,
2004-02-01,2004,2004,2,Southwest Land Border,5570,OFO,,,
2004-03-01,2004,2004,3,Air Ports of Entry/Interior,3460,OFO,,,
2004-03-01,2004,2004,3,Coastal Border,100,OFO,,,
2004-03-01,2004,2004,3,Northern Land Border,4640,OFO,,,
2004-03-01,2004,2004,3,Southwest Land Border,7440,OFO,,,
2004-04-01,2004,2004,4,Air Ports of Entry/Interior,3540,OFO,,,
2004-04-01,2004,2004,4,Coastal Border,100,OFO,,,
2004-04-01,2004,2004,4,Northern Land Border,5080,OFO,,,
2004-04-01,2004,2004,4,Southwest Land Border,6860,OFO,,,
2004-05-01,2004,2004,5,Air Ports of Entry/Interior,3410,OFO,,,
2004-05-01,2004,2004,5,Coastal Border,120,OFO,,,
2004-05-01,2004,2004,5,Northern Land Border,5460,OFO,,,
2004-05-01,2004,2004,5,Southwest Land Border,6690,OFO,,,
2004-06-01,2004,2004,6,Air Ports of Entry/Interior,3170,OFO,,,
2004-06-01,2004,2004,6,Coastal Border,130,OFO,,,
2004-06-01,2004,2004,6,Northern Land Border,5500,OFO,,,
2004-06-01,2004,2004,6,Southwest Land Border,6570,OFO,,,
2004-07-01,2004,2004,7,Air Ports of Entry/Interior,3000,OFO,,,
2004-07-01,2004,2004,7,Coastal Border,190,OFO,,,
2004-07-01,2004,2004,7,Northern Land Border,6560,OFO,,,
2004-07-01,2004,2004,7,Southwest Land Border,6840,OFO,,,
2004-08-01,2004,2004,8,Air Ports of Entry/Interior,3010,OFO,,,
2004-08-01,2004,2004,8,Coastal Border,160,OFO,,,
2004-08-01,2004,2004,8,Northern Land Border,6560,OFO,,,
2004-08-01,2004,2004,8,Southwest Land Border,6690,OFO,,,
2004-09-01,2004,2004,9,Air Ports of Entry/Interior,3030,OFO,,,
2004-09-01,2004,2004,9,Coastal Border,130,OFO,,,
2004-09-01,2004,2004,9,Northern Land Border,5920,OFO,,,
2004-09-01,2004,2004,9,Southwest Land Border,5790,OFO,,,
2004-10-01,2004,2005,10,Air Ports of Entry/Interior,3800,OFO,,,
2004-10-01,2004,2005,10,Coastal Border,150,OFO,,,
2004-10-01,2004,2005,10,Northern Land Border,5720,OFO,,,
2004-10-01,2004,2005,10,Southwest Land Border,5780,OFO,,,
2004-11-01,2004,2005,11,Air Ports of Entry/Interior,6750,OFO,,,
2004-11-01,2004,2005,11,Coastal Border,240,OFO,,,
2004-11-01,2004,2005,11,Northern Land Border,5490,OFO,,,
2004-11-01,2004,2005,11,Southwest Land Border,5510,OFO,,,
2004-12-01,2004,2005,12,Air Ports of Entry/Interior,9160,OFO,,,
2004-12-01,2004,2005,12,Coastal Border,240,OFO,,,
2004-12-01,2004,2005,12,Northern Land Border,5900,OFO,,,
2004-12-01,2004,2005,12,Southwest Land Border,5620,OFO,,,
2005-01-01,2005,2005,1,Air Ports of Entry/Interior,8550,OFO,,,
2005-01-01,2005,2005,1,Coastal Border,250,OFO,,,
2005-01-01,2005,2005,1,Northern Land Border,5210,OFO,,,
2005-01-01,2005,2005,1,Southwest Land Border,8520,OFO,,,
2005-02-01,2005,2005,2,Air Ports of Entry/Interior,7520,OFO,,,
2005-02-01,2005,2005,2,Coastal Border,220,OFO,,,
2005-02-01,2005,2005,2,Northern Land Border,4840,OFO,,,
2005-02-01,2005,2005,2,Southwest Land Border,7400,OFO,,,
2005-03-01,2005,2005,3,Air Ports of Entry/Interior,8430,OFO,,,
2005-03-01,2005,2005,3,Coastal Border,230,OFO,,,
2005-03-01,2005,2005,3,Northern Land Border,5810,OFO,,,
2005-03-01,2005,2005,3,Southwest Land Border,7850,OFO,,,
2005-04-01,2005,2005,4,Air Ports of Entry/Interior,7950,OFO,,,
2005-04-01,2005,2005,4,Coastal Border,280,OFO,,,
2005-04-01,2005,2005,4,Northern Land Border,5660,OFO,,,
2005-04-01,2005,2005,4,Southwest Land Border,8610,OFO,,,
2005-05-01,2005,2005,5,Air Ports of Entry/Interior,7250,OFO,,,
2005-05-01,2005,2005,5,Coastal Border,190,OFO,,,
2005-05-01,2005,2005,5,Northern Land Border,6190,OFO,,,
2005-05-01,2005,2005,5,Southwest Land Border,9410,OFO,,,
2005-06-01,2005,2005,6,Air Ports of Entry/Interior,6570,OFO,,,
2005-06-01,2005,2005,6,Coastal Border,190,OFO,,,
2005-06-01,2005,2005,6,Northern Land Border,6270,OFO,,,
2005-06-01,2005,2005,6,Southwest Land Border,8690,OFO,,,
2005-07-01,2005,2005,7,Air Ports of Entry/Interior,4180,OFO,,,
2005-07-01,2005,2005,7,Coastal Border,220,OFO,,,
2005-07-01,2005,2005,7,Northern Land Border,7890,OFO,,,
2005-07-01,2005,2005,7,Southwest Land Border,10130,OFO,,,
2005-08-01,2005,2005,8,Air Ports of Entry/Interior,4240,OFO,,,
2005-08-01,2005,2005,8,Coastal Border,220,OFO,,,
2005-08-01,2005,2005,8,Northern Land Border,7470,OFO,,,
2005-08-01,2005,2005,8,Southwest Land Border,10880,OFO,,,
2005-09-01,2005,2005,9,Air Ports of Entry/Interior,4030,OFO,,,
2005-09-01,2005,2005,9,Coastal Border,220,OFO,,,
2005-09-01,2005,2005,9,Northern Land Border,5850,OFO,,,
2005-09-01,2005,2005,9,Southwest Land Border,9460,OFO,,,
2005-10-01,2005,2006,10,Air Ports of Entry/Interior,3810,OFO,,,
2005-10-01,2005,2006,10,Coastal Border,240,OFO,,,
2005-10-01,2005,2006,10,Northern Land Border,5000,OFO,,,
2005-10-01,2005,2006,10,Southwest Land Border,8370,OFO,,,
2005-11-01,2005,2006,11,Air Ports of Entry/Interior,3720,OFO,,,
2005-11-01,2005,2006,11,Coastal Border,300,OFO,,,
2005-11-01,2005,2006,11,Northern Land Border,4320,OFO,,,
2005-11-01,2005,2006,11,Southwest Land Border,7860,OFO,,,
2005-12-01,2005,2006,12,Air Ports of Entry/Interior,4120,OFO,,,
2005-12-01,2005,2006,12,Coastal Border,300,OFO,,,
2005-12-01,2005,2006,12,Northern Land Border,4780,OFO,,,
2005-12-01,2005,2006,12,Southwest Land Border,7710,OFO,,,
2006-01-01,2006,2006,1,Air Ports of Entry/Interior,4600,OFO,,,
2006-01-01,2006,2006,1,Coastal Border,340,OFO,,,
2006-01-01,2006,2006,1,Northern Land Border,4430,OFO,,,
2006-01-01,2006,2006,1,Southwest Land Border,9730,OFO,,,
2006-02-01,2006,2006,2,Air Ports of Entry/Interior,3720,OFO,,,
2006-02-01,2006,2006,2,Coastal Border,330,OFO,,,
2006-02-01,2006,2006,2,Northern Land Border,3930,OFO,,,
2006-02-01,2006,2006,2,Southwest Land Border,7750,OFO,,,
2006-03-01,2006,2006,3,Air Ports of Entry/Interior,4750,OFO,,,
2006-03-01,2006,2006,3,Coastal Border,350,OFO,,,
2006-03-01,2006,2006,3,Northern Land Border,4450,OFO,,,
2006-03-01,2006,2006,3,Southwest Land Border,8380,OFO,,,
2006-04-01,2006,2006,4,Air Ports of Entry/Interior,4310,OFO,,,
2006-04-01,2006,2006,4,Coastal Border,370,OFO,,,
2006-04-01,2006,2006,4,Northern Land Border,4680,OFO,,,
2006-04-01,2006,2006,4,Southwest Land Border,7410,OFO,,,
2006-05-01,2006,2006,5,Air Ports of Entry/Interior,4350,OFO,,,
2006-05-01,2006,2006,5,Coastal Border,310,OFO,,,
2006-05-01,2006,2006,5,Northern Land Border,4880,OFO,,,
2006-05-01,2006,2006,5,Southwest Land Border,7870,OFO,,,
2006-06-01,2006,2006,6,Air Ports of Entry/Interior,3740,OFO,,,
2006-06-01,2006,2006,6,Coastal Border,270,OFO,,,
2006-06-01,2006,2006,6,Northern Land Border,4760,OFO,,,
2006-06-01,2006,2006,6,Southwest Land Border,7910,OFO,,,
2006-07-01,2006,2006,7,Air Ports of Entry/Interior,3790,OFO,,,
2006-07-01,2006,2006,7,Coastal Border,430,OFO,,,
2006-07-01,2006,2006,7,Northern Land Border,6090,OFO,,,
2006-07-01,2006,2006,7,Southwest Land Border,8000,OFO,,,
2006-08-01,2006,2006,8,Air Ports of Entry/Interior,4190,OFO,,,
2006-08-01,2006,2006,8,Coastal Border,270,OFO,,,
2006-08-01,2006,2006,8,Northern Land Border,6090,OFO,,,
2006-08-01,2006,2006,8,Southwest Land Border,7900,OFO,,,
2006-09-01,2006,2006,9,Air Ports of Entry/Interior,3830,OFO,,,
2006-09-01,2006,2006,9,Coastal Border,320,OFO,,,
2006-09-01,2006,2006,9,Northern Land Border,5120,OFO,,,
2006-09-01,2006,2006,9,Southwest Land Border,7490,OFO,,,
2006-10-01,2006,2007,10,Air Ports of Entry/Interior,3800,OFO,,,
2006-10-01,2006,2007,10,Coastal Border,450,OFO,,,
2006-10-01,2006,2007,10,Northern Land Border,4880,OFO,,,
2006-10-01,2006,2007,10,Southwest Land Border,7360,OFO,,,
2006-11-01,2006,2007,11,Air Ports of Entry/Interior,3660,OFO,,,
2006-11-01,2006,2007,11,Coastal Border,460,OFO,,,
2006-11-01,2006,2007,11,Northern Land Border,4150,OFO,,,
2006-11-01,2006,2007,11,Southwest Land Border,6610,OFO,,,
2006-12-01,2006,2007,12,Air Ports of Entry/Interior,3860,OFO,,,
2006-12-01,2006,2007,12,Coastal Border,460,OFO,,,
2006-12-01,2006,2007,12,Northern Land Border,4370,OFO,,,
2006-12-01,2006,2007,12,Southwest Land Border,7010,OFO,,,
2007-01-01,2007,2007,1,Air Ports of Entry/Interior,4190,OFO,,,
2007-01-01,2007,2007,1,Coastal Border,500,OFO,,,
2007-01-01,2007,2007,1,Northern Land Border,3980,OFO,,,
2007-01-01,2007,2007,1,Southwest Land Border,7790,OFO,,,
2007-02-01,2007,2007,2,Air Ports of Entry/Interior,3320,OFO,,,
2007-02-01,2007,2007,2,Coastal Border,470,OFO,,,
2007-02-01,2007,2007,2,Northern Land Border,3270,OFO,,,
2007-02-01,2007,2007,2,Southwest Land Border,7160,OFO,,,
2007-03-01,2007,2007,3,Air Ports of Entry/Interior,3630,OFO,,,
2007-03-01,2007,2007,3,Coastal Border,500,OFO,,,
2007-03-01,2007,2007,3,Northern Land Border,3570,OFO,,,
2007-03-01,2007,2007,3,Southwest Land Border,8310,OFO,,,
2007-04-01,2007,2007,4,Air Ports of Entry/Interior,3650,OFO,,,
2007-04-01,2007,2007,4,Coastal Border,570,OFO,,,
2007-04-01,2007,2007,4,Northern Land Border,3720,OFO,,,
2007-04-01,2007,2007,4,Southwest Land Border,8310,OFO,,,
2007-05-01,2007,2007,5,Air Ports of Entry/Interior,3830,OFO,,,
2007-05-01,2007,2007,5,Coastal Border,490,OFO,,,
2007-05-01,2007,2007,5,Northern Land Border,4050,OFO,,,
2007-05-01,2007,2007,5,Southwest Land Border,8690,OFO,,,
2007-06-01,2007,2007,6,Air Ports of Entry/Interior,3740,OFO,,,
2007-06-01,2007,2007,6,Coastal Border,1730,OFO,,,
2007-06-01,2007,2007,6,Northern Land Border,4040,OFO,,,
2007-06-01,2007,2007,6,Southwest Land Border,8660,OFO,,,
2007-07-01,2007,2007,7,Air Ports of Entry/Interior,3690,OFO,,,
2007-07-01,2007,2007,7,Coastal Border,2220,OFO,,,
2007-07-01,2007,2007,7,Northern Land Border,4450,OFO,,,
2007-07-01,2007,2007,7,Southwest Land Border,8970,OFO,,,
2007-08-01,2007,2007,8,Air Ports of Entry/Interior,3680,OFO,,,
2007-08-01,2007,2007,8,Coastal Border,2670,OFO,,,
2007-08-01,2007,2007,8,Northern Land Border,4570,OFO,,,
2007-08-01,2007,2007,8,Southwest Land Border,9340,OFO,,,
2007-09-01,2007,2007,9,Air Ports of Entry/Interior,3570,OFO,,,
2007-09-01,2007,2007,9,Coastal Border,2280,OFO,,,
2007-09-01,2007,2007,9,Northern Land Border,3390,OFO,,,
2007-09-01,2007,2007,9,Southwest Land Border,7980,OFO,,,
2007-10-01,2007,2008,10,Air Ports of Entry/Interior,3540,OFO,,,
2007-10-01,2007,2008,10,Coastal Border,3970,OFO,,,
2007-10-01,2007,2008,10,Northern Land Border,3560,OFO,,,
2007-10-01,2007,2008,10,Southwest Land Border,7260,OFO,,,
2007-11-01,2007,2008,11,Air Ports of Entry/Interior,3410,OFO,,,
2007-11-01,2007,2008,11,Coastal Border,3980,OFO,,,
2007-11-01,2007,2008,11,Northern Land Border,3130,OFO,,,
2007-11-01,2007,2008,11,Southwest Land Border,6490,OFO,,,
2007-12-01,2007,2008,12,Air Ports of Entry/Interior,3550,OFO,,,
2007-12-01,2007,2008,12,Coastal Border,3870,OFO,,,
2007-12-01,2007,2008,12,Northern Land Border,3250,OFO,,,
2007-12-01,2007,2008,12,Southwest Land Border,6730,OFO,,,
2008-01-01,2008,2008,1,Air Ports of Entry/Interior,3770,OFO,,,
2008-01-01,2008,2008,1,Coastal Border,3080,OFO,,,
2008-01-01,2008,2008,1,Northern Land Border,2690,OFO,,,
2008-01-01,2008,2008,1,Southwest Land Border,7440,OFO,,,
2008-02-01,2008,2008,2,Air Ports of Entry/Interior,3340,OFO,,,
2008-02-01,2008,2008,2,Coastal Border,4250,OFO,,,
2008-02-01,2008,2008,2,Northern Land Border,2620,OFO,,,
2008-02-01,2008,2008,2,Southwest Land Border,7240,OFO,,,
2008-03-01,2008,2008,3,Air Ports of Entry/Interior,3600,OFO,,,
2008-03-01,2008,2008,3,Coastal Border,4040,OFO,,,
2008-03-01,2008,2008,3,Northern Land Border,3170,OFO,,,
2008-03-01,2008,2008,3,Southwest Land Border,8010,OFO,,,
2008-04-01,2008,2008,4,Air Ports of Entry/Interior,3620,OFO,,,
2008-04-01,2008,2008,4,Coastal Border,3870,OFO,,,
2008-04-01,2008,2008,4,Northern Land Border,3020,OFO,,,
2008-04-01,2008,2008,4,Southwest Land Border,7970,OFO,,,
2008-05-01,2008,2008,5,Air Ports of Entry/Interior,3670,OFO,,,
2008-05-01,2008,2008,5,Coastal Border,5250,OFO,,,
2008-05-01,2008,2008,5,Northern Land Border,3620,OFO,,,
2008-05-01,2008,2008,5,Southwest Land Border,7810,OFO,,,
2008-06-01,2008,2008,6,Air Ports of Entry/Interior,3490,OFO,,,
2008-06-01,2008,2008,6,Coastal Border,5240,OFO,,,
2008-06-01,2008,2008,6,Northern Land Border,3750,OFO,,,
2008-06-01,2008,2008,6,Southwest Land Border,6640,OFO,,,
2008-07-01,2008,2008,7,Air Ports of Entry/Interior,3520,OFO,,,
2008-07-01,2008,2008,7,Coastal Border,5000,OFO,,,
2008-07-01,2008,2008,7,Northern Land Border,4160,OFO,,,
2008-07-01,2008,2008,7,Southwest Land Border,7340,OFO,,,
2008-08-01,2008,2008,8,Air Ports of Entry/Interior,3530,OFO,,,
2008-08-01,2008,2008,8,Coastal Border,4940,OFO,,,
2008-08-01,2008,2008,8,Northern Land Border,4380,OFO,,,
2008-08-01,2008,2008,8,Southwest Land Border,7600,OFO,,,
2008-09-01,2008,2008,9,Air Ports of Entry/Interior,3480,OFO,,,
2008-09-01,2008,2008,9,Coastal Border,4620,OFO,,,
2008-09-01,2008,2008,9,Northern Land Border,3320,OFO,,,
2008-09-01,2008,2008,9,Southwest Land Border,6990,OFO,,,
2008-10-01,2008,2009,10,Air Ports of Entry/Interior,3290,OFO,,,
2008-10-01,2008,2009,10,Coastal Border,5050,OFO,,,
2008-10-01,2008,2009,10,Northern Land Border,3090,OFO,,,
2008-10-01,2008,2009,10,Southwest Land Border,6280,OFO,,,
2008-11-01,2008,2009,11,Air Ports of Entry/Interior,3200,OFO,,,
2008-11-01,2008,2009,11,Coastal Border,5710,OFO,,,
2008-11-01,2008,2009,11,Northern Land Border,2760,OFO,,,
2008-11-01,2008,2009,11,Southwest Land Border,5670,OFO,,,
2008-12-01,2008,2009,12,Air Ports of Entry/Interior,3510,OFO,,,
2008-12-01,2008,2009,12,Coastal Border,5320,OFO,,,
2008-12-01,2008,2009,12,Northern Land Border,2950,OFO,,,
2008-12-01,2008,2009,12,Southwest Land Border,5260,OFO,,,
2009-01-01,2009,2009,1,Air Ports of Entry/Interior,3830,OFO,,,
2009-01-01,2009,2009,1,Coastal Border,5270,OFO,,,
2009-01-01,2009,2009,1,Northern Land Border,2540,OFO,,,
2009-01-01,2009,2009,1,Southwest Land Border,6230,OFO,,,
2009-02-01,2009,2009,2,Air Ports of Entry/Interior,3180,OFO,,,
2009-02-01,2009,2009,2,Coastal Border,5370,OFO,,,
2009-02-01,2009,2009,2,Northern Land Border,2880,OFO,,,
2009-02-01,2009,2009,2,Southwest Land Border,5920,OFO,,,
2009-03-01,2009,2009,3,Air Ports of Entry/Interior,3930,OFO,,,
2009-03-01,2009,2009,3,Coastal Border,5770,OFO,,,
2009-03-01,2009,2009,3,Northern Land Border,2900,OFO,,,
2009-03-01,2009,2009,3,Southwest Land Border,6980,OFO,,,
2009-04-01,2009,2009,4,Air Ports of Entry/Interior,3810,OFO,,,
2009-04-01,2009,2009,4,Coastal Border,5420,OFO,,,
2009-04-01,2009,2009,4,Northern Land Border,2830,OFO,,,
2009-04-01,2009,2009,4,Southwest Land Border,6640,OFO,,,
2009-05-01,2009,2009,5,Air Ports of Entry/Interior,4110,OFO,,,
2009-05-01,2009,2009,5,Coastal Border,5390,OFO,,,
2009-05-01,2009,2009,5,Northern Land Border,3070,OFO,,,
2009-05-01,2009,2009,5,Southwest Land Border,6710,OFO,,,
2009-06-01,2009,2009,6,Air Ports of Entry/Interior,4000,OFO,,,
2009-06-01,2009,2009,6,Coastal Border,5130,OFO,,,
2009-06-01,2009,2009,6,Northern Land Border,2950,OFO,,,
2009-06-01,2009,2009,6,Southwest Land Border,6560,OFO,,,
2009-07-01,2009,2009,7,Air Ports of Entry/Interior,4000,OFO,,,
2009-07-01,2009,2009,7,Coastal Border,5610,OFO,,,
2009-07-01,2009,2009,7,Northern Land Border,3460,OFO,,,
2009-07-01,2009,2009,7,Southwest Land Border,7150,OFO,,,
2009-08-01,2009,2009,8,Air Ports of Entry/Interior,4040,OFO,,,
2009-08-01,2009,2009,8,Coastal Border,5370,OFO,,,
2009-08-01,2009,2009,8,Northern Land Border,3530,OFO,,,
2009-08-01,2009,2009,8,Southwest Land Border,7570,OFO,,,
2009-09-01,2009,2009,9,Air Ports of Entry/Interior,4220,OFO,,,
2009-09-01,2009,2009,9,Coastal Border,5140,OFO,,,
2009-09-01,2009,2009,9,Northern Land Border,3020,OFO,,,
2009-09-01,2009,2009,9,Southwest Land Border,7320,OFO,,,
2009-10-01,2009,2010,10,Air Ports of Entry/Interior,3660,OFO,,,
2009-10-01,2009,2010,10,Coastal Border,6240,OFO,,,
2009-10-01,2009,2010,10,Northern Land Border,2890,OFO,,,
2009-10-01,2009,2010,10,Southwest Land Border,6400,OFO,,,
2009-11-01,2009,2010,11,Air Ports of Entry/Interior,3630,OFO,,,
2009-11-01,2009,2010,11,Coastal Border,5760,OFO,,,
2009-11-01,2009,2010,11,Northern Land Border,2670,OFO,,,
2009-11-01,2009,2010,11,Southwest Land Border,6250,OFO,,,
2009-12-01,2009,2010,12,Air Ports of Entry/Interior,3890,OFO,,,
2009-12-01,2009,2010,12,Coastal Border,5540,OFO,,,
2009-12-01,2009,2010,12,Northern Land Border,2690,OFO,,,
2009-12-01,2009,2010,12,Southwest Land Border,6320,OFO,,,
2010-01-01,2010,2010,1,Air Ports of Entry/Interior,4460,OFO,,,
2010-01-01,2010,2010,1,Coastal Border,5930,OFO,,,
2010-01-01,2010,2010,1,Northern Land Border,2390,OFO,,,
2010-01-01,2010,2010,1,Southwest Land Border,5960,OFO,,,
2010-02-01,2010,2010,2,Air Ports of Entry/Interior,3750,OFO,,,
2010-02-01,2010,2010,2,Coastal Border,5510,OFO,,,
2010-02-01,2010,2010,2,Northern Land Border,2720,OFO,,,
2010-02-01,2010,2010,2,Southwest Land Border,5960,OFO,,,
2010-03-01,2010,2010,3,Air Ports of Entry/Interior,4020,OFO,,,
2010-03-01,2010,2010,3,Coastal Border,5200,OFO,,,
2010-03-01,2010,2010,3,Northern Land Border,3090,OFO,,,
2010-03-01,2010,2010,3,Southwest Land Border,7790,OFO,,,
2010-04-01,2010,2010,4,Air Ports of Entry/Interior,3830,OFO,,,
2010-04-01,2010,2010,4,Coastal Border,5610,OFO,,,
2010-04-01,2010,2010,4,Northern Land Border,3180,OFO,,,
2010-04-01,2010,2010,4,Southwest Land Border,7110,OFO,,,
2010-05-01,2010,2010,5,Air Ports of Entry/Interior,3840,OFO,,,
2010-05-01,2010,2010,5,Coastal Border,5520,OFO,,,
2010-05-01,2010,2010,5,Northern Land Border,3180,OFO,,,
2010-05-01,2010,2010,5,Southwest Land Border,6970,OFO,,,
2010-06-01,2010,2010,6,Air Ports of Entry/Interior,3540,OFO,,,
2010-06-01,2010,2010,6,Coastal Border,5530,OFO,,,
2010-06-01,2010,2010,6,Northern Land Border,3250,OFO,,,
2010-06-01,2010,2010,6,Southwest Land Border,6350,OFO,,,
2010-07-01,2010,2010,7,Air Ports of Entry/Interior,3440,OFO,,,
2010-07-01,2010,2010,7,Coastal Border,5510,OFO,,,
2010-07-01,2010,2010,7,Northern Land Border,3860,OFO,,,
2010-07-01,2010,2010,7,Southwest Land Border,6750,OFO,,,
2010-08-01,2010,2010,8,Air Ports of Entry/Interior,3770,OFO,,,
2010-08-01,2010,2010,8,Coastal Border,5990,OFO,,,
2010-08-01,2010,2010,8,Northern Land Border,3580,OFO,,,
2010-08-01,2010,2010,8,Southwest Land Border,7300,OFO,,,
2010-09-01,2010,2010,9,Air Ports of Entry/Interior,3340,OFO,,,
2010-09-01,2010,2010,9,Coastal Border,5930,OFO,,,
2010-09-01,2010,2010,9,Northern Land Border,2990,OFO,,,
2010-09-01,2010,2010,9,Southwest Land Border,6510,OFO,,,
2010-10-01,2010,2011,10,Air Ports of Entry/Interior,3250,OFO,,,
2010-10-01,2010,2011,10,Coastal Border,6360,OFO,,,
2010-10-01,2010,2011,10,Northern Land Border,2700,OFO,,,
2010-10-01,2010,2011,10,Southwest Land Border,6290,OFO,,,
2010-11-01,2010,2011,11,Air Ports of Entry/Interior,3060,OFO,,,
2010-11-01,2010,2011,11,Coastal Border,6400,OFO,,,
2010-11-01,2010,2011,11,Northern Land Border,2720,OFO,,,
2010-11-01,2010,2011,11,Southwest Land Border,6110,OFO,,,
2010-12-01,2010,2011,12,Air Ports of Entry/Interior,3070,OFO,,,
2010-12-01,2010,2011,12,Coastal Border,6150,OFO,,,
2010-12-01,2010,2011,12,Northern Land Border,2650,OFO,,,
2010-12-01,2010,2011,12,Southwest Land Border,6300,OFO,,,
2011-01-01,2011,2011,1,Air Ports of Entry/Interior,3450,OFO,,,
2011-01-01,2011,2011,1,Coastal Border,5470,OFO,,,
2011-01-01,2011,2011,1,Northern Land Border,2360,OFO,,,
2011-01-01,2011,2011,1,Southwest Land Border,5810,OFO,,,
2011-02-01,2011,2011,2,Air Ports of Entry/Interior,2930,OFO,,,
2011-02-01,2011,2011,2,Coastal Border,5640,OFO,,,
2011-02-01,2011,2011,2,Northern Land Border,2250,OFO,,,
2011-02-01,2011,2011,2,Southwest Land Border,5620,OFO,,,
2011-03-01,2011,2011,3,Air Ports of Entry/Interior,3560,OFO,,,
2011-03-01,2011,2011,3,Coastal Border,5940,OFO,,,
2011-03-01,2011,2011,3,Northern Land Border,2770,OFO,,,
2011-03-01,2011,2011,3,Southwest Land Border,6910,OFO,,,
2011-04-01,2011,2011,4,Air Ports of Entry/Interior,3540,OFO,,,
2011-04-01,2011,2011,4,Coastal Border,6270,OFO,,,
2011-04-01,2011,2011,4,Northern Land Border,2770,OFO,,,
2011-04-01,2011,2011,4,Southwest Land Border,6490,OFO,,,
2011-05-01,2011,2011,5,Air Ports of Entry/Interior,3740,OFO,,,
2011-05-01,2011,2011,5,Coastal Border,4980,OFO,,,
2011-05-01,2011,2011,5,Northern Land Border,2740,OFO,,,
2011-05-01,2011,2011,5,Southwest Land Border,6310,OFO,,,
2011-06-01,2011,2011,6,Air Ports of Entry/Interior,3390,OFO,,,
2011-06-01,2011,2011,6,Coastal Border,5270,OFO,,,
2011-06-01,2011,2011,6,Northern Land Border,2670,OFO,,,
2011-06-01,2011,2011,6,Southwest Land Border,5740,OFO,,,
2011-07-01,2011,2011,7,Air Ports of Entry/Interior,3350,OFO,,,
2011-07-01,2011,2011,7,Coastal Border,5010,OFO,,,
2011-07-01,2011,2011,7,Northern Land Border,3410,OFO,,,
2011-07-01,2011,2011,7,Southwest Land Border,6350,OFO,,,
2011-08-01,2011,2011,8,Air Ports of Entry/Interior,3450,OFO,,,
2011-08-01,2011,2011,8,Coastal Border,5190,OFO,,,
2011-08-01,2011,2011,8,Northern Land Border,3590,OFO,,,
2011-08-01,2011,2011,8,Southwest Land Border,6050,OFO,,,
2011-09-01,2011,2011,9,Air Ports of Entry/Interior,3190,OFO,,,
2011-09-01,2011,2011,9,Coastal Border,3870,OFO,,,
2011-09-01,2011,2011,9,Northern Land Border,2720,OFO,,,
2011-09-01,2011,2011,9,Southwest Land Border,5520,OFO,,,
2011-10-01,2011,2012,10,Air Ports of Entry/Interior,3050,OFO,,,
2011-10-01,2011,2012,10,Coastal Border,3830,OFO,,,
2011-10-01,2011,2012,10,Northern Land Border,2920,OFO,,,
2011-10-01,2011,2012,10,Southwest Land Border,5730,OFO,,,
2011-11-01,2011,2012,11,Air Ports of Entry/Interior,3010,OFO,,,
2011-11-01,2011,2012,11,Coastal Border,4720,OFO,,,
2011-11-01,2011,2012,11,Northern Land Border,2610,OFO,,,
2011-11-01,2011,2012,11,Southwest Land Border,5250,OFO,,,
2011-12-01,2011,2012,12,Air Ports of Entry/Interior,3190,OFO,,,
2011-12-01,2011,2012,12,Coastal Border,4680,OFO,,,
2011-12-01,2011,2012,12,Northern Land Border,2530,OFO,,,
2011-12-01,2011,2012,12,Southwest Land Border,5400,OFO,,,
2012-01-01,2012,2012,1,Air Ports of Entry/Interior,3380,OFO,,,
2012-01-01,2012,2012,1,Coastal Border,4410,OFO,,,
2012-01-01,2012,2012,1,Northern Land Border,2190,OFO,,,
2012-01-01,2012,2012,1,Southwest Land Border,5080,OFO,,,
2012-02-01,2012,2012,2,Air Ports of Entry/Interior,3210,OFO,,,
2012-02-01,2012,2012,2,Coastal Border,4900,OFO,,,
2012-02-01,2012,2012,2,Northern Land Border,2290,OFO,,,
2012-02-01,2012,2012,2,Southwest Land Border,5430,OFO,,,
2012-03-01,2012,2012,3,Air Ports of Entry/Interior,3380,OFO,,,
