Fiscal Year,Month Grouping,Month (abbv),Land Border Region,State,Demographic,Citizenship,Title of Authority,Encounter Count
2024,FYTD,JAN,Northern Land Border,VT,UAC,MEXICO,Title 8,1
2024,FYTD,JAN,Northern Land Border,WA,Accompanied Minors,BRAZIL,Title 8,1
2024,FYTD,JAN,Northern Land Border,WA,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2024,FYTD,JAN,Northern Land Border,WA,Accompanied Minors,COLOMBIA,Title 8,2
2024,FYTD,JAN,Northern Land Border,WA,Accompanied Minors,INDIA,Title 8,2
2024,FYTD,JAN,Northern Land Border,WA,Accompanied Minors,MEXICO,Title 8,2
2024,FYTD,JAN,Northern Land Border,WA,Accompanied Minors,OTHER,Title 8,18
2024,FYTD,JAN,Northern Land Border,WA,FMUA,BRAZIL,Title 8,9
2024,FYTD,JAN,Northern Land Border,WA,FMUA,CANADA,Title 8,5
2024,FYTD,JAN,Northern Land Border,WA,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,106
2024,FYTD,JAN,Northern Land Border,WA,FMUA,COLOMBIA,Title 8,4
2024,FYTD,JAN,Northern Land Border,WA,FMUA,HAITI,Title 8,8
2024,FYTD,JAN,Northern Land Border,WA,FMUA,INDIA,Title 8,220
2024,FYTD,JAN,Northern Land Border,WA,FMUA,MEXICO,Title 8,28
2024,FYTD,JAN,Northern Land Border,WA,FMUA,OTHER,Title 8,357
2024,FYTD,JAN,Northern Land Border,WA,FMUA,PERU,Title 8,9
2024,FYTD,JAN,Northern Land Border,WA,FMUA,PHILIPPINES,Title 8,34
2024,FYTD,JAN,Northern Land Border,WA,FMUA,ROMANIA,Title 8,10
2024,FYTD,JAN,Northern Land Border,WA,FMUA,RUSSIA,Title 8,7
2024,FYTD,JAN,Northern Land Border,WA,FMUA,UKRAINE,Title 8,20
2024,FYTD,JAN,Northern Land Border,WA,FMUA,VENEZUELA,Title 8,2
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,BRAZIL,Title 8,23
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,CANADA,Title 8,408
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,281
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,COLOMBIA,Title 8,6
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,CUBA,Title 8,1
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,ECUADOR,Title 8,1
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,GUATEMALA,Title 8,4
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,HONDURAS,Title 8,2
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,INDIA,Title 8,900
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,MEXICO,Title 8,148
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,MYANMAR (BURMA),Title 8,1
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,OTHER,Title 8,760
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,PERU,Title 8,8
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,PHILIPPINES,Title 8,114
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,ROMANIA,Title 8,8
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,RUSSIA,Title 8,3
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,TURKEY,Title 8,4
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,UKRAINE,Title 8,15
2024,FYTD,JAN,Northern Land Border,WA,Single Adults,VENEZUELA,Title 8,9
2024,FYTD,JAN,Northern Land Border,WA,UAC,INDIA,Title 8,5
2024,FYTD,JAN,Other,AK,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2024,FYTD,JAN,Other,AK,Single Adults,INDIA,Title 8,1
2024,FYTD,JAN,Other,AK,Single Adults,MYANMAR (BURMA),Title 8,8
2024,FYTD,JAN,Other,AK,Single Adults,OTHER,Title 8,33
2024,FYTD,JAN,Other,AK,Single Adults,PHILIPPINES,Title 8,6
2024,FYTD,JAN,Other,AK,Single Adults,RUSSIA,Title 8,12
2024,FYTD,JAN,Other,AK,Single Adults,UKRAINE,Title 8,5
2024,FYTD,JAN,Other,AL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,18
2024,FYTD,JAN,Other,AL,Single Adults,INDIA,Title 8,3
2024,FYTD,JAN,Other,AL,Single Adults,OTHER,Title 8,2
2024,FYTD,JAN,Other,AL,Single Adults,PHILIPPINES,Title 8,23
2024,FYTD,JAN,Other,AL,Single Adults,RUSSIA,Title 8,26
2024,FYTD,JAN,Other,AZ,FMUA,UKRAINE,Title 8,2
2024,FYTD,JAN,Other,AZ,Single Adults,CUBA,Title 8,10
2024,FYTD,JAN,Other,AZ,Single Adults,HAITI,Title 8,1
2024,FYTD,JAN,Other,AZ,Single Adults,MEXICO,Title 8,5
2024,FYTD,JAN,Other,AZ,Single Adults,UKRAINE,Title 8,2
2024,FYTD,JAN,Other,CA,Accompanied Minors,NICARAGUA,Title 8,3
2024,FYTD,JAN,Other,CA,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,4
2024,FYTD,JAN,Other,CA,FMUA,EL SALVADOR,Title 8,10
2024,FYTD,JAN,Other,CA,FMUA,MEXICO,Title 8,3
2024,FYTD,JAN,Other,CA,FMUA,NICARAGUA,Title 8,190
2024,FYTD,JAN,Other,CA,FMUA,OTHER,Title 8,6
2024,FYTD,JAN,Other,CA,FMUA,UKRAINE,Title 8,134
2024,FYTD,JAN,Other,CA,FMUA,VENEZUELA,Title 8,10
2024,FYTD,JAN,Other,CA,Single Adults,BRAZIL,Title 8,10
2024,FYTD,JAN,Other,CA,Single Adults,CANADA,Title 8,10
2024,FYTD,JAN,Other,CA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,375
2024,FYTD,JAN,Other,CA,Single Adults,COLOMBIA,Title 8,12
2024,FYTD,JAN,Other,CA,Single Adults,CUBA,Title 8,2
2024,FYTD,JAN,Other,CA,Single Adults,ECUADOR,Title 8,2
2024,FYTD,JAN,Other,CA,Single Adults,EL SALVADOR,Title 8,29
2024,FYTD,JAN,Other,CA,Single Adults,GUATEMALA,Title 8,13
2024,FYTD,JAN,Other,CA,Single Adults,HAITI,Title 8,7
2024,FYTD,JAN,Other,CA,Single Adults,HONDURAS,Title 8,5
2024,FYTD,JAN,Other,CA,Single Adults,INDIA,Title 8,207
2024,FYTD,JAN,Other,CA,Single Adults,MEXICO,Title 8,92
2024,FYTD,JAN,Other,CA,Single Adults,MYANMAR (BURMA),Title 8,88
2024,FYTD,JAN,Other,CA,Single Adults,NICARAGUA,Title 8,427
2024,FYTD,JAN,Other,CA,Single Adults,OTHER,Title 8,550
2024,FYTD,JAN,Other,CA,Single Adults,PERU,Title 8,9
2024,FYTD,JAN,Other,CA,Single Adults,PHILIPPINES,Title 8,314
2024,FYTD,JAN,Other,CA,Single Adults,ROMANIA,Title 8,6
2024,FYTD,JAN,Other,CA,Single Adults,RUSSIA,Title 8,53
2024,FYTD,JAN,Other,CA,Single Adults,TURKEY,Title 8,5
2024,FYTD,JAN,Other,CA,Single Adults,UKRAINE,Title 8,265
2024,FYTD,JAN,Other,CA,Single Adults,VENEZUELA,Title 8,22
2024,FYTD,JAN,Other,CA,UAC,MEXICO,Title 8,2
2024,FYTD,JAN,Other,CO,FMUA,UKRAINE,Title 8,38
2024,FYTD,JAN,Other,CO,Single Adults,CUBA,Title 8,3
2024,FYTD,JAN,Other,CO,Single Adults,MEXICO,Title 8,9
2024,FYTD,JAN,Other,CO,Single Adults,NICARAGUA,Title 8,1
2024,FYTD,JAN,Other,CO,Single Adults,OTHER,Title 8,1
2024,FYTD,JAN,Other,CO,Single Adults,UKRAINE,Title 8,31
2024,FYTD,JAN,Other,CO,Single Adults,VENEZUELA,Title 8,12
2024,FYTD,JAN,Other,DC,Accompanied Minors,CANADA,Title 8,3
2024,FYTD,JAN,Other,DC,Accompanied Minors,HAITI,Title 8,3
2024,FYTD,JAN,Other,DC,Accompanied Minors,OTHER,Title 8,1
2024,FYTD,JAN,Other,DC,FMUA,BRAZIL,Title 8,2
2024,FYTD,JAN,Other,DC,FMUA,CANADA,Title 8,20
2024,FYTD,JAN,Other,DC,FMUA,HAITI,Title 8,17
2024,FYTD,JAN,Other,DC,FMUA,INDIA,Title 8,4
2024,FYTD,JAN,Other,DC,FMUA,OTHER,Title 8,19
2024,FYTD,JAN,Other,DC,FMUA,UKRAINE,Title 8,59
2024,FYTD,JAN,Other,DC,Single Adults,BRAZIL,Title 8,5
2024,FYTD,JAN,Other,DC,Single Adults,CANADA,Title 8,683
2024,FYTD,JAN,Other,DC,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,10
2024,FYTD,JAN,Other,DC,Single Adults,HAITI,Title 8,47
2024,FYTD,JAN,Other,DC,Single Adults,INDIA,Title 8,26
2024,FYTD,JAN,Other,DC,Single Adults,MEXICO,Title 8,6
2024,FYTD,JAN,Other,DC,Single Adults,OTHER,Title 8,116
2024,FYTD,JAN,Other,DC,Single Adults,ROMANIA,Title 8,2
2024,FYTD,JAN,Other,DC,Single Adults,RUSSIA,Title 8,1
2024,FYTD,JAN,Other,DC,Single Adults,TURKEY,Title 8,1
2024,FYTD,JAN,Other,DC,Single Adults,UKRAINE,Title 8,116
2024,FYTD,JAN,Other,DC,Single Adults,VENEZUELA,Title 8,2
2024,FYTD,JAN,Other,DC,UAC,CANADA,Title 8,8
2024,FYTD,JAN,Other,DC,UAC,OTHER,Title 8,2
2024,FYTD,JAN,Other,DE,Single Adults,HONDURAS,Title 8,1
2024,FYTD,JAN,Other,DE,Single Adults,INDIA,Title 8,22
2024,FYTD,JAN,Other,DE,Single Adults,MYANMAR (BURMA),Title 8,3
2024,FYTD,JAN,Other,DE,Single Adults,OTHER,Title 8,13
2024,FYTD,JAN,Other,DE,Single Adults,PHILIPPINES,Title 8,52
2024,FYTD,JAN,Other,DE,Single Adults,RUSSIA,Title 8,1
2024,FYTD,JAN,Other,DE,Single Adults,TURKEY,Title 8,1
2024,FYTD,JAN,Other,DE,Single Adults,UKRAINE,Title 8,10
2024,FYTD,JAN,Other,FL,Accompanied Minors,COLOMBIA,Title 8,1
2024,FYTD,JAN,Other,FL,Accompanied Minors,CUBA,Title 8,79
2024,FYTD,JAN,Other,FL,Accompanied Minors,HAITI,Title 8,179
2024,FYTD,JAN,Other,FL,Accompanied Minors,NICARAGUA,Title 8,11
2024,FYTD,JAN,Other,FL,Accompanied Minors,OTHER,Title 8,4
2024,FYTD,JAN,Other,FL,Accompanied Minors,VENEZUELA,Title 8,3
2024,FYTD,JAN,Other,FL,FMUA,BRAZIL,Title 8,5
2024,FYTD,JAN,Other,FL,FMUA,CANADA,Title 8,3
2024,FYTD,JAN,Other,FL,FMUA,COLOMBIA,Title 8,42
2024,FYTD,JAN,Other,FL,FMUA,CUBA,Title 8,3351
2024,FYTD,JAN,Other,FL,FMUA,ECUADOR,Title 8,8
2024,FYTD,JAN,Other,FL,FMUA,EL SALVADOR,Title 8,2
2024,FYTD,JAN,Other,FL,FMUA,GUATEMALA,Title 8,6
2024,FYTD,JAN,Other,FL,FMUA,HAITI,Title 8,2884
2024,FYTD,JAN,Other,FL,FMUA,HONDURAS,Title 8,8
2024,FYTD,JAN,Other,FL,FMUA,MEXICO,Title 8,2
2024,FYTD,JAN,Other,FL,FMUA,NICARAGUA,Title 8,978
2024,FYTD,JAN,Other,FL,FMUA,OTHER,Title 8,23
2024,FYTD,JAN,Other,FL,FMUA,PERU,Title 8,9
2024,FYTD,JAN,Other,FL,FMUA,UKRAINE,Title 8,109
2024,FYTD,JAN,Other,FL,FMUA,VENEZUELA,Title 8,1618
2024,FYTD,JAN,Other,FL,Single Adults,BRAZIL,Title 8,34
2024,FYTD,JAN,Other,FL,Single Adults,CANADA,Title 8,12
2024,FYTD,JAN,Other,FL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,18
2024,FYTD,JAN,Other,FL,Single Adults,COLOMBIA,Title 8,123
2024,FYTD,JAN,Other,FL,Single Adults,CUBA,Title 8,4084
2024,FYTD,JAN,Other,FL,Single Adults,ECUADOR,Title 8,12
2024,FYTD,JAN,Other,FL,Single Adults,EL SALVADOR,Title 8,10
2024,FYTD,JAN,Other,FL,Single Adults,GUATEMALA,Title 8,18
2024,FYTD,JAN,Other,FL,Single Adults,HAITI,Title 8,6837
2024,FYTD,JAN,Other,FL,Single Adults,HONDURAS,Title 8,36
2024,FYTD,JAN,Other,FL,Single Adults,INDIA,Title 8,353
2024,FYTD,JAN,Other,FL,Single Adults,MEXICO,Title 8,44
2024,FYTD,JAN,Other,FL,Single Adults,MYANMAR (BURMA),Title 8,22
2024,FYTD,JAN,Other,FL,Single Adults,NICARAGUA,Title 8,2599
2024,FYTD,JAN,Other,FL,Single Adults,OTHER,Title 8,1032
2024,FYTD,JAN,Other,FL,Single Adults,PERU,Title 8,17
2024,FYTD,JAN,Other,FL,Single Adults,PHILIPPINES,Title 8,439
2024,FYTD,JAN,Other,FL,Single Adults,ROMANIA,Title 8,9
2024,FYTD,JAN,Other,FL,Single Adults,RUSSIA,Title 8,104
2024,FYTD,JAN,Other,FL,Single Adults,TURKEY,Title 8,19
2024,FYTD,JAN,Other,FL,Single Adults,UKRAINE,Title 8,270
2024,FYTD,JAN,Other,FL,Single Adults,VENEZUELA,Title 8,2392
2024,FYTD,JAN,Other,FL,UAC,CUBA,Title 8,2
2024,FYTD,JAN,Other,FL,UAC,VENEZUELA,Title 8,2
2024,FYTD,JAN,Other,GA,Accompanied Minors,HAITI,Title 8,1
2024,FYTD,JAN,Other,GA,FMUA,EL SALVADOR,Title 8,3
2024,FYTD,JAN,Other,GA,FMUA,HAITI,Title 8,6
2024,FYTD,JAN,Other,GA,FMUA,HONDURAS,Title 8,3
2024,FYTD,JAN,Other,GA,FMUA,MEXICO,Title 8,5
2024,FYTD,JAN,Other,GA,FMUA,NICARAGUA,Title 8,2
2024,FYTD,JAN,Other,GA,FMUA,OTHER,Title 8,1
2024,FYTD,JAN,Other,GA,FMUA,RUSSIA,Title 8,1
2024,FYTD,JAN,Other,GA,FMUA,UKRAINE,Title 8,29
2024,FYTD,JAN,Other,GA,FMUA,VENEZUELA,Title 8,47
2024,FYTD,JAN,Other,GA,Single Adults,BRAZIL,Title 8,3
2024,FYTD,JAN,Other,GA,Single Adults,CANADA,Title 8,3
2024,FYTD,JAN,Other,GA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,23
2024,FYTD,JAN,Other,GA,Single Adults,COLOMBIA,Title 8,8
2024,FYTD,JAN,Other,GA,Single Adults,CUBA,Title 8,16
2024,FYTD,JAN,Other,GA,Single Adults,EL SALVADOR,Title 8,1
2024,FYTD,JAN,Other,GA,Single Adults,GUATEMALA,Title 8,4
2024,FYTD,JAN,Other,GA,Single Adults,HAITI,Title 8,46
2024,FYTD,JAN,Other,GA,Single Adults,HONDURAS,Title 8,4
2024,FYTD,JAN,Other,GA,Single Adults,INDIA,Title 8,60
2024,FYTD,JAN,Other,GA,Single Adults,MEXICO,Title 8,25
2024,FYTD,JAN,Other,GA,Single Adults,NICARAGUA,Title 8,6
2024,FYTD,JAN,Other,GA,Single Adults,OTHER,Title 8,137
2024,FYTD,JAN,Other,GA,Single Adults,PERU,Title 8,3
2024,FYTD,JAN,Other,GA,Single Adults,PHILIPPINES,Title 8,39
2024,FYTD,JAN,Other,GA,Single Adults,ROMANIA,Title 8,1
2024,FYTD,JAN,Other,GA,Single Adults,RUSSIA,Title 8,15
2024,FYTD,JAN,Other,GA,Single Adults,TURKEY,Title 8,1
2024,FYTD,JAN,Other,GA,Single Adults,UKRAINE,Title 8,58
2024,FYTD,JAN,Other,GA,Single Adults,VENEZUELA,Title 8,108
2024,FYTD,JAN,Other,GU,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,4
2024,FYTD,JAN,Other,GU,Single Adults,INDIA,Title 8,10
2024,FYTD,JAN,Other,GU,Single Adults,MYANMAR (BURMA),Title 8,3
2024,FYTD,JAN,Other,GU,Single Adults,OTHER,Title 8,27
2024,FYTD,JAN,Other,GU,Single Adults,PHILIPPINES,Title 8,35
2024,FYTD,JAN,Other,GU,Single Adults,RUSSIA,Title 8,8
2024,FYTD,JAN,Other,GU,Single Adults,UKRAINE,Title 8,1
2024,FYTD,JAN,Other,HI,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,9
2024,FYTD,JAN,Other,HI,FMUA,OTHER,Title 8,1
2024,FYTD,JAN,Other,HI,Single Adults,CANADA,Title 8,2
2024,FYTD,JAN,Other,HI,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,70
2024,FYTD,JAN,Other,HI,Single Adults,INDIA,Title 8,5
2024,FYTD,JAN,Other,HI,Single Adults,MYANMAR (BURMA),Title 8,14
2024,FYTD,JAN,Other,HI,Single Adults,OTHER,Title 8,81
2024,FYTD,JAN,Other,HI,Single Adults,PHILIPPINES,Title 8,60
2024,FYTD,JAN,Other,HI,Single Adults,RUSSIA,Title 8,1
2024,FYTD,JAN,Other,HI,Single Adults,UKRAINE,Title 8,1
2024,FYTD,JAN,Other,IL,Accompanied Minors,UKRAINE,Title 8,1
2024,FYTD,JAN,Other,IL,Accompanied Minors,VENEZUELA,Title 8,1
2024,FYTD,JAN,Other,IL,FMUA,GUATEMALA,Title 8,2
2024,FYTD,JAN,Other,IL,FMUA,HAITI,Title 8,2
2024,FYTD,JAN,Other,IL,FMUA,MEXICO,Title 8,2
2024,FYTD,JAN,Other,IL,FMUA,NICARAGUA,Title 8,4
2024,FYTD,JAN,Other,IL,FMUA,OTHER,Title 8,5
2024,FYTD,JAN,Other,IL,FMUA,UKRAINE,Title 8,288
2024,FYTD,JAN,Other,IL,FMUA,VENEZUELA,Title 8,3
2024,FYTD,JAN,Other,IL,Single Adults,BRAZIL,Title 8,13
2024,FYTD,JAN,Other,IL,Single Adults,CANADA,Title 8,5
2024,FYTD,JAN,Other,IL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,3
2024,FYTD,JAN,Other,IL,Single Adults,COLOMBIA,Title 8,2
2024,FYTD,JAN,Other,IL,Single Adults,GUATEMALA,Title 8,3
2024,FYTD,JAN,Other,IL,Single Adults,HAITI,Title 8,3
2024,FYTD,JAN,Other,IL,Single Adults,INDIA,Title 8,96
2024,FYTD,JAN,Other,IL,Single Adults,MEXICO,Title 8,74
2024,FYTD,JAN,Other,IL,Single Adults,MYANMAR (BURMA),Title 8,1
2024,FYTD,JAN,Other,IL,Single Adults,NICARAGUA,Title 8,2
2024,FYTD,JAN,Other,IL,Single Adults,OTHER,Title 8,92
2024,FYTD,JAN,Other,IL,Single Adults,PHILIPPINES,Title 8,1
2024,FYTD,JAN,Other,IL,Single Adults,ROMANIA,Title 8,2
2024,FYTD,JAN,Other,IL,Single Adults,RUSSIA,Title 8,1
2024,FYTD,JAN,Other,IL,Single Adults,TURKEY,Title 8,2
2024,FYTD,JAN,Other,IL,Single Adults,UKRAINE,Title 8,389
2024,FYTD,JAN,Other,IL,Single Adults,VENEZUELA,Title 8,30
2024,FYTD,JAN,Other,IL,UAC,MEXICO,Title 8,1
2024,FYTD,JAN,Other,KY,Single Adults,INDIA,Title 8,1
2024,FYTD,JAN,Other,KY,Single Adults,UKRAINE,Title 8,3
2024,FYTD,JAN,Other,LA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,45
2024,FYTD,JAN,Other,LA,Single Adults,CUBA,Title 8,11
2024,FYTD,JAN,Other,LA,Single Adults,EL SALVADOR,Title 8,1
2024,FYTD,JAN,Other,LA,Single Adults,GUATEMALA,Title 8,2
2024,FYTD,JAN,Other,LA,Single Adults,HONDURAS,Title 8,3
2024,FYTD,JAN,Other,LA,Single Adults,INDIA,Title 8,86
2024,FYTD,JAN,Other,LA,Single Adults,MEXICO,Title 8,21
2024,FYTD,JAN,Other,LA,Single Adults,MYANMAR (BURMA),Title 8,1
2024,FYTD,JAN,Other,LA,Single Adults,NICARAGUA,Title 8,1
2024,FYTD,JAN,Other,LA,Single Adults,OTHER,Title 8,121
2024,FYTD,JAN,Other,LA,Single Adults,PERU,Title 8,1
2024,FYTD,JAN,Other,LA,Single Adults,PHILIPPINES,Title 8,311
2024,FYTD,JAN,Other,LA,Single Adults,ROMANIA,Title 8,1
2024,FYTD,JAN,Other,LA,Single Adults,RUSSIA,Title 8,62
2024,FYTD,JAN,Other,LA,Single Adults,TURKEY,Title 8,23
2024,FYTD,JAN,Other,LA,Single Adults,UKRAINE,Title 8,39
2024,FYTD,JAN,Other,LA,Single Adults,VENEZUELA,Title 8,4
2024,FYTD,JAN,Other,LA,UAC,HONDURAS,Title 8,1
2024,FYTD,JAN,Other,MA,FMUA,COLOMBIA,Title 8,2
2024,FYTD,JAN,Other,MA,FMUA,HAITI,Title 8,4
2024,FYTD,JAN,Other,MA,FMUA,OTHER,Title 8,1
2024,FYTD,JAN,Other,MA,FMUA,UKRAINE,Title 8,47
2024,FYTD,JAN,Other,MA,Single Adults,BRAZIL,Title 8,5
2024,FYTD,JAN,Other,MA,Single Adults,CANADA,Title 8,1
2024,FYTD,JAN,Other,MA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,12
2024,FYTD,JAN,Other,MA,Single Adults,COLOMBIA,Title 8,5
2024,FYTD,JAN,Other,MA,Single Adults,EL SALVADOR,Title 8,3
2024,FYTD,JAN,Other,MA,Single Adults,GUATEMALA,Title 8,1
2024,FYTD,JAN,Other,MA,Single Adults,HAITI,Title 8,21
2024,FYTD,JAN,Other,MA,Single Adults,INDIA,Title 8,9
2024,FYTD,JAN,Other,MA,Single Adults,MYANMAR (BURMA),Title 8,1
2024,FYTD,JAN,Other,MA,Single Adults,NICARAGUA,Title 8,5
2024,FYTD,JAN,Other,MA,Single Adults,OTHER,Title 8,56
2024,FYTD,JAN,Other,MA,Single Adults,PHILIPPINES,Title 8,1
2024,FYTD,JAN,Other,MA,Single Adults,UKRAINE,Title 8,36
2024,FYTD,JAN,Other,MA,Single Adults,VENEZUELA,Title 8,2
2024,FYTD,JAN,Other,MD,FMUA,UKRAINE,Title 8,7
2024,FYTD,JAN,Other,MD,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,75
2024,FYTD,JAN,Other,MD,Single Adults,COLOMBIA,Title 8,1
2024,FYTD,JAN,Other,MD,Single Adults,HAITI,Title 8,2
2024,FYTD,JAN,Other,MD,Single Adults,NICARAGUA,Title 8,2
2024,FYTD,JAN,Other,MD,Single Adults,OTHER,Title 8,46
2024,FYTD,JAN,Other,MD,Single Adults,PHILIPPINES,Title 8,152
2024,FYTD,JAN,Other,MD,Single Adults,ROMANIA,Title 8,2
2024,FYTD,JAN,Other,MD,Single Adults,RUSSIA,Title 8,37
2024,FYTD,JAN,Other,MD,Single Adults,TURKEY,Title 8,1
2024,FYTD,JAN,Other,MD,Single Adults,UKRAINE,Title 8,15
2024,FYTD,JAN,Other,MI,Accompanied Minors,UKRAINE,Title 8,1
2024,FYTD,JAN,Other,MI,FMUA,HAITI,Title 8,3
2024,FYTD,JAN,Other,MI,FMUA,OTHER,Title 8,1
2024,FYTD,JAN,Other,MI,FMUA,UKRAINE,Title 8,47
2024,FYTD,JAN,Other,MI,Single Adults,CANADA,Title 8,5
2024,FYTD,JAN,Other,MI,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,4
2024,FYTD,JAN,Other,MI,Single Adults,CUBA,Title 8,3
2024,FYTD,JAN,Other,MI,Single Adults,HAITI,Title 8,3
2024,FYTD,JAN,Other,MI,Single Adults,HONDURAS,Title 8,1
2024,FYTD,JAN,Other,MI,Single Adults,INDIA,Title 8,1
2024,FYTD,JAN,Other,MI,Single Adults,MEXICO,Title 8,9
2024,FYTD,JAN,Other,MI,Single Adults,OTHER,Title 8,48
2024,FYTD,JAN,Other,MI,Single Adults,PHILIPPINES,Title 8,1
2024,FYTD,JAN,Other,MI,Single Adults,ROMANIA,Title 8,1
2024,FYTD,JAN,Other,MI,Single Adults,TURKEY,Title 8,2
2024,FYTD,JAN,Other,MI,Single Adults,UKRAINE,Title 8,31
2024,FYTD,JAN,Other,MI,Single Adults,VENEZUELA,Title 8,1
2024,FYTD,JAN,Other,MN,FMUA,CANADA,Title 8,4
2024,FYTD,JAN,Other,MN,FMUA,UKRAINE,Title 8,22
2024,FYTD,JAN,Other,MN,Single Adults,CANADA,Title 8,3
2024,FYTD,JAN,Other,MN,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2024,FYTD,JAN,Other,MN,Single Adults,HAITI,Title 8,4
2024,FYTD,JAN,Other,MN,Single Adults,INDIA,Title 8,1
2024,FYTD,JAN,Other,MN,Single Adults,MEXICO,Title 8,2
2024,FYTD,JAN,Other,MN,Single Adults,OTHER,Title 8,27
2024,FYTD,JAN,Other,MN,Single Adults,UKRAINE,Title 8,17
2024,FYTD,JAN,Other,MN,Single Adults,VENEZUELA,Title 8,1
2024,FYTD,JAN,Other,MO,FMUA,UKRAINE,Title 8,3
2024,FYTD,JAN,Other,MO,Single Adults,ECUADOR,Title 8,1
2024,FYTD,JAN,Other,MO,Single Adults,UKRAINE,Title 8,1
2024,FYTD,JAN,Other,MP,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,6
2024,FYTD,JAN,Other,MP,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,203
2024,FYTD,JAN,Other,MP,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,525
2024,FYTD,JAN,Other,MP,Single Adults,OTHER,Title 8,2
2024,FYTD,JAN,Other,MP,Single Adults,PHILIPPINES,Title 8,8
2024,FYTD,JAN,Other,MP,UAC,OTHER,Title 8,1
2024,FYTD,JAN,Other,MS,Single Adults,GUATEMALA,Title 8,5
2024,FYTD,JAN,Other,MS,Single Adults,HONDURAS,Title 8,1
2024,FYTD,JAN,Other,MS,Single Adults,INDIA,Title 8,17
2024,FYTD,JAN,Other,MS,Single Adults,MEXICO,Title 8,5
2024,FYTD,JAN,Other,MS,Single Adults,OTHER,Title 8,2
2024,FYTD,JAN,Other,MS,Single Adults,PHILIPPINES,Title 8,44
2024,FYTD,JAN,Other,MS,Single Adults,RUSSIA,Title 8,3
2024,FYTD,JAN,Other,MS,Single Adults,TURKEY,Title 8,1
2024,FYTD,JAN,Other,MS,Single Adults,UKRAINE,Title 8,2
2024,FYTD,JAN,Other,NC,FMUA,HAITI,Title 8,7
2024,FYTD,JAN,Other,NC,FMUA,UKRAINE,Title 8,39
2024,FYTD,JAN,Other,NC,Single Adults,CANADA,Title 8,1
2024,FYTD,JAN,Other,NC,Single Adults,HAITI,Title 8,17
2024,FYTD,JAN,Other,NC,Single Adults,INDIA,Title 8,30
2024,FYTD,JAN,Other,NC,Single Adults,MEXICO,Title 8,2
2024,FYTD,JAN,Other,NC,Single Adults,NICARAGUA,Title 8,1
2024,FYTD,JAN,Other,NC,Single Adults,OTHER,Title 8,18
2024,FYTD,JAN,Other,NC,Single Adults,PHILIPPINES,Title 8,46
2024,FYTD,JAN,Other,NC,Single Adults,RUSSIA,Title 8,2
2024,FYTD,JAN,Other,NC,Single Adults,UKRAINE,Title 8,43
2024,FYTD,JAN,Other,NC,Single Adults,VENEZUELA,Title 8,2
2024,FYTD,JAN,Other,NC,UAC,OTHER,Title 8,1
2024,FYTD,JAN,Other,NJ,FMUA,ECUADOR,Title 8,1
2024,FYTD,JAN,Other,NJ,FMUA,HAITI,Title 8,6
2024,FYTD,JAN,Other,NJ,FMUA,NICARAGUA,Title 8,2
